id,sentiment
"12311_10",0.9968652129173279
"8348_2",0.0007657245732843876
"5828_4",0.8613240718841553
"7186_2",0.00960246566683054
"12128_7",0.9909058809280396
"2913_8",0.9950136542320251
"4396_1",0.7106930017471313
"395_2",0.84163498878479
"10616_1",0.0005093016079626977
"9074_9",0.03538922965526581
"9252_3",0.003503929590806365
"9896_9",0.7767236828804016
"574_4",0.6024611592292786
"11182_8",0.5902419090270996
"11656_4",0.17243999242782593
"2322_4",0.9934763312339783
"8703_1",0.006011979188770056
"7483_1",0.24118086695671082
"6007_10",0.9989008903503418
"12424_4",0.0007354617118835449
"4672_1",0.0036464964505285025
"10841_3",0.06888675689697266
"8954_7",0.8643337488174438
"7392_1",0.002212919993326068
"10288_8",0.9998904466629028
"5343_4",0.0017860339721664786
"4950_1",0.004455468151718378
"9257_4",0.2686351239681244
"8689_3",0.002865675836801529
"4480_2",0.004348875023424625
"9286_10",0.9961931705474854
"12245_10",0.9992225170135498
"7529_7",0.9704158902168274
"4_4",0.007952242158353329
"5299_2",0.901803731918335
"12077_8",0.5501469969749451
"10701_2",0.00896335020661354
"11579_1",0.006130957510322332
"10993_1",0.0070236013270914555
"8913_1",0.9963276982307434
"1350_3",0.03522680327296257
"3804_2",0.004125792067497969
"5025_3",0.25089240074157715
"5170_8",0.9973969459533691
"8225_8",0.9980366826057434
"6427_7",0.9957850575447083
"3165_3",0.29040175676345825
"7902_9",0.9996976852416992
"8208_3",0.003776460886001587
"3577_8",0.9820640087127686
"4865_1",0.0016663412097841501
"9063_3",0.8941359519958496
"1106_1",0.04520060867071152
"1117_9",0.9991053938865662
"1050_4",0.005363440606743097
"10755_9",0.8770466446876526
"2729_8",0.8438695073127747
"10072_10",0.9997721314430237
"2904_7",0.9993425011634827
"4584_2",0.9958853125572205
"189_4",0.0035177874378859997
"6302_4",0.01733376830816269
"8138_9",0.9961119294166565
"1262_1",0.003669338533654809
"2199_10",0.9948825836181641
"6551_7",0.9992284774780273
"8082_7",0.24350938200950623
"4897_8",0.999599277973175
"7360_1",0.00859815813601017
"11012_10",0.9977315068244934
"12046_1",0.8593941926956177
"2331_2",0.9427403211593628
"8961_9",0.9961569905281067
"751_7",0.9415083527565002
"9884_10",0.9928970336914062
"10016_8",0.9979065656661987
"8023_10",0.9861307740211487
"2628_1",0.003076799912378192
"5832_1",0.007568701170384884
"7302_1",0.0073710293509066105
"4501_3",0.35334035754203796
"1121_7",0.9948996901512146
"8334_3",0.6010390520095825
"9789_10",0.2381070852279663
"4230_10",0.9985621571540833
"824_4",0.009275257587432861
"6803_9",0.998336672782898
"3086_7",0.9981293082237244
"1135_8",0.999423623085022
"10136_1",0.0019661737605929375
"11129_3",0.002787470119073987
"2072_8",0.9616336226463318
"9501_7",0.9996292591094971
"319_10",0.9955846667289734
"1693_7",0.9956949949264526
"10886_1",0.0076706428080797195
"9406_8",0.9877146482467651
"10376_10",0.037118569016456604
"9902_1",0.003273869166150689
"9938_8",0.9790993332862854
"7080_9",0.9859427809715271
"11944_8",0.5051780939102173
"5249_1",0.0023408951237797737
"9599_2",0.9944286346435547
"9620_1",0.5552066564559937
"11244_1",0.001948593300767243
"6841_10",0.9998615980148315
"10050_4",0.008843977004289627
"10512_9",0.9907077550888062
"11327_3",0.014547851867973804
"10681_8",0.9947630763053894
"808_3",0.01858849823474884
"546_7",0.9982593655586243
"10765_1",0.0011993593070656061
"7189_9",0.9903032183647156
"6005_9",0.9986568689346313
"11915_9",0.993018388748169
"5740_10",0.9970293045043945
"7097_10",0.9375065565109253
"9573_10",0.9691441059112549
"5084_4",0.8292402625083923
"12332_7",0.9983950257301331
"8154_1",0.00468487199395895
"5610_1",0.004324581474065781
"5323_9",0.9994822144508362
"11034_8",0.9996707439422607
"3977_2",0.02877945452928543
"12380_7",0.9816386699676514
"1737_8",0.9981558918952942
"6030_9",0.9736441969871521
"5918_7",0.9940396547317505
"7061_9",0.7698031663894653
"266_8",0.9998964071273804
"1375_10",0.9896736145019531
"8648_3",0.0037139442283660173
"10146_10",0.9918420314788818
"4578_10",0.9811888337135315
"4685_8",0.9992365837097168
"11843_9",0.9985894560813904
"5467_10",0.9997850060462952
"10140_10",0.9998898506164551
"7721_8",0.994166374206543
"11208_10",0.9987517595291138
"1063_10",0.9912006258964539
"8260_10",0.3736626207828522
"3182_9",0.997871994972229
"2797_8",0.9939811825752258
"7613_2",0.6002060174942017
"11624_4",0.0028327128384262323
"4847_10",0.985326886177063
"10684_7",0.918790340423584
"6312_1",0.15239323675632477
"4925_3",0.0005786206456832588
"4125_1",0.000807295145932585
"2394_10",0.9993664622306824
"12105_10",0.9218625426292419
"7812_1",0.00025014334823936224
"1061_8",0.994990885257721
"9343_3",0.9897055625915527
"7696_10",0.9417169094085693
"9355_10",0.9953879714012146
"782_9",0.9950527548789978
"9882_10",0.9848787188529968
"10642_10",0.9993209838867188
"7410_2",0.003712365636602044
"9591_4",0.004946087021380663
"11902_3",0.0076828948222100735
"3495_7",0.0032287456560879946
"6733_1",0.0021257277112454176
"4552_1",0.00047305639600381255
"6722_1",0.003935554996132851
"188_10",0.9992456436157227
"5099_10",0.9977543950080872
"10313_1",0.003025852143764496
"6756_9",0.9709818959236145
"6622_2",0.0017397890333086252
"4807_10",0.9994909763336182
"7173_3",0.8534637093544006
"11321_8",0.9764982461929321
"7909_9",0.9991438388824463
"8012_7",0.0032844063825905323
"8615_4",0.011887993663549423
"8117_10",0.9764713048934937
"1892_10",0.963906466960907
"4617_1",0.4745540916919708
"1893_8",0.9960765242576599
"5435_1",0.06566192209720612
"162_3",0.03674127161502838
"6516_10",0.9998134970664978
"11588_7",0.9976442456245422
"2006_1",0.004899455234408379
"1594_4",0.9144443869590759
"1472_1",0.0008264292846433818
"3647_1",0.046318843960762024
"174_7",0.9945366382598877
"5539_7",0.0036187993828207254
"3384_10",0.9961982369422913
"3811_4",0.7407841086387634
"4079_8",0.12186387181282043
"1179_7",0.9986901879310608
"3069_9",0.998305082321167
"3769_8",0.9930832386016846
"9247_10",0.9961276650428772
"10434_1",0.0020518777891993523
"1147_10",0.9782537221908569
"5344_7",0.9891811013221741
"8073_10",0.9898232817649841
"7833_3",0.018407005816698074
"8370_1",0.049172695726156235
"9007_8",0.0010035478044301271
"6624_7",0.23303034901618958
"6683_3",0.006615255028009415
"12275_7",0.4608333110809326
"11927_8",0.9955161213874817
"1560_10",0.9988873600959778
"1325_9",0.5374094247817993
"3548_8",0.41030600666999817
"607_1",0.0035548594314604998
"6702_7",0.9817383885383606
"5702_3",0.008963528089225292
"11345_8",0.9991846680641174
"3428_4",0.44873082637786865
"7209_9",0.9993537068367004
"8425_8",0.9985607266426086
"3087_1",0.0035778111778199673
"1119_8",0.5841015577316284
"5715_3",0.9845414161682129
"8645_1",0.001718810759484768
"2149_3",0.003928853664547205
"10403_10",0.9992293119430542
"5628_1",0.0043179793283343315
"5570_10",0.9995400905609131
"1613_3",0.004867833107709885
"1454_4",0.9987344145774841
"5094_3",0.1455620676279068
"7982_1",0.005368029233068228
"6894_2",0.31740498542785645
"6554_1",0.017994074150919914
"4721_3",0.6242853403091431
"6904_4",0.002356237266212702
"893_8",0.9449082016944885
"4605_4",0.7449932098388672
"11516_7",0.9224666357040405
"11718_7",0.9954681396484375
"5956_1",0.0027593879494816065
"7455_9",0.9988204836845398
"6396_4",0.9864587187767029
"1223_8",0.990190863609314
"8556_1",0.003737981664016843
"6108_8",0.9960153698921204
"11690_1",0.005704333074390888
"3778_9",0.9152156114578247
"3627_4",0.9944548010826111
"8256_4",0.003494314383715391
"533_1",0.0021561873145401478
"5235_4",0.003284865291789174
"621_2",0.016046009957790375
"5365_1",0.8639498353004456
"8180_3",0.0014847505372017622
"7396_7",0.4713219702243805
"9776_10",0.9945842623710632
"8175_10",0.9992740750312805
"3128_1",0.0011153063969686627
"4606_1",0.09731584042310715
"6158_2",0.9506296515464783
"3281_10",0.9958301186561584
"4723_4",0.4005570709705353
"11994_3",0.020351730287075043
"7701_1",0.003926864825189114
"103_3",0.13295738399028778
"8908_10",0.9984752535820007
"8876_1",0.0020700937602669
"7519_9",0.9982494711875916
"12456_8",0.9972237348556519
"9514_8",0.9735600352287292
"8680_8",0.922474205493927
"12402_10",0.9993466734886169
"362_2",0.05700073018670082
"9825_7",0.9982244372367859
"2913_3",0.38896629214286804
"7164_8",0.9989676475524902
"11177_7",0.9915757775306702
"5707_10",0.9993575215339661
"8103_10",0.998097836971283
"6289_1",0.00229670200496912
"11754_1",0.049383070319890976
"11640_10",0.9973083734512329
"9933_7",0.999312162399292
"185_10",0.9994657635688782
"242_10",0.9968488812446594
"9369_8",0.9585248827934265
"7453_10",0.9977815747261047
"7514_7",0.9373800754547119
"10860_2",0.006476799491792917
"8663_8",0.9962420463562012
"9108_1",0.010849201120436192
"7941_1",0.005379312206059694
"10116_1",0.0037913168780505657
"9841_4",0.011420352384448051
"4512_9",0.9849346876144409
"4853_2",0.008525422774255276
"2664_4",0.5881896615028381
"9966_10",0.985051155090332
"5167_2",0.00435610068961978
"3894_2",0.9936157464981079
"3929_8",0.9961817264556885
"7165_10",0.9947517514228821
"5451_8",0.9456033706665039
"2947_4",0.0004870755656156689
"4611_10",0.9971803426742554
"5807_1",0.9655962586402893
"9464_8",0.9910197854042053
"3124_10",0.9415454864501953
"2705_4",0.9952288866043091
"12187_8",0.9967129230499268
"12319_10",0.9990755319595337
"9874_3",0.6409820914268494
"3406_4",0.02270939014852047
"2327_10",0.9992775321006775
"605_10",0.9980022311210632
"8080_4",0.7727254629135132
"3074_10",0.9968796968460083
"2499_3",0.006190381944179535
"1013_1",0.1262636035680771
"11535_1",0.0007122192764654756
"4118_7",0.5949700474739075
"10492_8",0.9951311349868774
"2129_4",0.30506330728530884
"9814_10",0.9264711737632751
"10671_9",0.05120987072587013
"5980_10",0.9992577433586121
"2755_2",0.30535873770713806
"5461_2",0.991385817527771
"11979_1",0.006482993718236685
"8810_1",0.0032289130613207817
"852_7",0.999911904335022
"10961_4",0.0037865007761865854
"7436_4",0.9598986506462097
"11281_3",0.29286858439445496
"4208_3",0.1000981256365776
"8213_10",0.9807162284851074
"9851_2",0.0010986238485202193
"4713_7",0.8300130367279053
"9528_1",0.9992527365684509
"3595_10",0.9970274567604065
"5785_3",0.23512443900108337
"10370_3",0.004119456745684147
"1980_3",0.25983667373657227
"8800_4",0.09517925977706909
"4437_3",0.014773506671190262
"28_3",0.14806726574897766
"12171_1",0.12206779420375824
"9359_3",0.001984579488635063
"3831_9",0.9907066226005554
"10962_7",0.9993422627449036
"1500_9",0.9994232654571533
"11470_10",0.9969890713691711
"11843_3",0.025926601141691208
"11200_4",0.9444552659988403
"1067_1",0.033374931663274765
"3333_1",0.006638907827436924
"4487_4",0.9956051707267761
"6428_1",0.0027929525822401047
"575_7",0.9903836846351624
"10904_9",0.9992947578430176
"11821_2",0.9648681282997131
"11605_1",0.0010248783510178328
"1111_7",0.9941792488098145
"10295_1",0.9187546968460083
"1146_4",0.001162839587777853
"2405_9",0.9712235331535339
"11081_10",0.9735187888145447
"2201_10",0.9990768432617188
"4844_1",0.0045656911097466946
"11007_8",0.9976673126220703
"6535_7",0.8237924575805664
"2653_4",0.0010140303056687117
"8245_10",0.9856045842170715
"9951_8",0.9891862273216248
"6133_8",0.9948717951774597
"10006_2",0.0012126663932576776
"7350_1",0.8704915642738342
"4509_9",0.9987747073173523
"948_1",0.0049741799011826515
"3987_1",0.0011483605485409498
"2947_10",0.06149780750274658
"6041_3",0.002925958251580596
"2946_1",0.9759910702705383
"11967_4",0.0034027984365820885
"1185_10",0.999450147151947
"10323_2",0.9690200686454773
"11706_2",0.012680289335548878
"3663_1",0.00806703045964241
"5602_10",0.9994971752166748
"4870_10",0.4788386821746826
"1994_1",0.04897044971585274
"10807_7",0.9994907379150391
"6871_3",0.9316297173500061
"1175_2",0.0012324049603193998
"10919_7",0.997204601764679
"8127_10",0.9988504648208618
"12497_4",0.0556616447865963
"3274_1",0.8439369201660156
"2568_3",0.0008479631505906582
"840_2",0.002659555058926344
"5626_10",0.9982073307037354
"7561_10",0.9995762705802917
"4600_3",0.5451226830482483
"3324_9",0.9987388253211975
"8899_7",0.5178940892219543
"5592_8",0.633156418800354
"12483_4",0.1708827167749405
"7874_1",0.0017679115990176797
"5878_10",0.9819759130477905
"4303_9",0.9822998642921448
"9421_1",0.0016405461356043816
"10269_4",0.544129490852356
"10615_2",0.4948478937149048
"2634_10",0.9775471687316895
"7522_1",0.004294887185096741
"9289_10",0.8867251873016357
"4636_10",0.9903842210769653
"1241_7",0.7527132034301758
"9458_9",0.9985995888710022
"11690_10",0.9983193278312683
"7176_4",0.5594972968101501
"6212_10",0.9871608018875122
"6319_1",0.003182553220540285
"5229_3",0.988111138343811
"466_9",0.9991825222969055
"8693_2",0.24066969752311707
"2952_10",0.9999208450317383
"1128_1",0.05333903059363365
"3975_10",0.989766538143158
"11365_10",0.9349353313446045
"2074_9",0.9990860223770142
"9768_10",0.999157190322876
"4895_1",0.0014345693634822965
"5726_10",0.9780204892158508
"9993_10",0.9951618313789368
"11319_2",0.8081395626068115
"10561_2",0.00558885931968689
"5455_8",0.9861008524894714
"10684_3",0.001469890703447163
"3652_3",0.02057163044810295
"7825_1",0.008766395971179008
"8806_1",0.00595313124358654
"275_10",0.9976447224617004
"2246_1",0.0048819296061992645
"11968_2",0.007046308368444443
"2528_1",0.9804051518440247
"8491_8",0.04968062788248062
"13_1",0.9970948696136475
"4530_8",0.9930230379104614
"5207_3",0.003904176177456975
"11648_10",0.9905130863189697
"8260_1",0.0019969178829342127
"10730_10",0.9735293984413147
"10402_3",0.839561402797699
"8077_1",0.004047969821840525
"8598_8",0.9885287880897522
"2809_3",0.001043715514242649
"12490_10",0.9980888962745667
"1447_9",0.9957858920097351
"1605_3",0.958591103553772
"2311_4",0.007588494569063187
"3235_9",0.9312422871589661
"5725_10",0.914441704750061
"9025_10",0.9983409643173218
"6049_9",0.9903241395950317
"4803_10",0.9976435303688049
"191_9",0.9944848418235779
"420_3",0.5090406537055969
"5238_2",0.015592245385050774
"1280_9",0.9999343156814575
"9408_4",0.773598313331604
"819_1",0.001969631528481841
"1656_4",0.001991669647395611
"9964_3",0.006695691961795092
"10404_4",0.0019361214945092797
"12369_10",0.9975705742835999
"6423_1",0.0005417915526777506
"9942_8",0.0024149019736796618
"1519_1",0.22626672685146332
"100_10",0.9988422989845276
"3216_10",0.9946784973144531
"3909_10",0.9898365139961243
"5034_7",0.9982088804244995
"14_8",0.9964792132377625
"5891_3",0.001120268483646214
"8496_10",0.9988546371459961
"7429_1",0.0021954127587378025
"9457_1",0.005479609593749046
"9602_8",0.9942623972892761
"4198_1",0.004889325238764286
"154_2",0.004834690596908331
"5070_2",0.0022001760080456734
"4207_8",0.28049200773239136
"7758_8",0.9994576573371887
"4439_9",0.971975564956665
"12042_1",0.003296519862487912
"7244_1",0.008325107395648956
"6854_1",0.007249135058373213
"11932_10",0.8942675590515137
"4151_10",0.9986050724983215
"7265_1",0.9765697121620178
"10272_7",0.9998515844345093
"4256_4",0.9182897210121155
"1225_7",0.9969407916069031
"956_10",0.9982579350471497
"6389_2",0.0011103664292022586
"1365_4",0.0020820333156734705
"4752_7",0.995843231678009
"276_10",0.9987441301345825
"8766_9",0.6709104776382446
"11225_10",0.9858784675598145
"6920_1",0.004871870391070843
"11536_1",0.0025167944841086864
"1923_9",0.9989688396453857
"11460_10",0.942470133304596
"10054_7",0.9942042231559753
"10845_1",0.005124905612319708
"10231_4",0.6875510215759277
"9430_8",0.9979467988014221
"3226_2",0.002273416379466653
"4298_3",0.21254761517047882
"10635_4",0.052038662135601044
"10567_4",0.0009356911177746952
"5460_10",0.9995912909507751
"7310_7",0.8225426077842712
"10330_2",0.0014170267386361957
"5151_9",0.9990409016609192
"11_3",0.9576715230941772
"1448_8",0.5872179269790649
"10130_8",0.9840812683105469
"2199_3",0.9522709250450134
"1761_10",0.9982286095619202
"2782_1",0.00037265190621837974
"7618_10",0.9982247948646545
"85_10",0.9813939332962036
"5730_3",0.16628174483776093
"3641_1",0.3336515724658966
"8190_9",0.9974143505096436
"9533_10",0.9973030090332031
"9508_1",0.0003441413282416761
"237_8",0.9991827607154846
"3981_7",0.9158520102500916
"7194_9",0.9994816184043884
"10584_8",0.9639531970024109
"248_2",0.0023829545825719833
"8358_4",0.008330730721354485
"1218_1",0.02614692971110344
"4191_10",0.6053091883659363
"3090_8",0.991701066493988
"11923_2",0.005061472300440073
"1640_8",0.9990805387496948
"9972_3",0.0008571550715714693
"11818_4",0.013671821914613247
"4350_10",0.9962489008903503
"877_10",0.9950841069221497
"10017_8",0.9967225193977356
"7975_10",0.999489426612854
"8436_1",0.656963050365448
"6024_7",0.9963723421096802
"3112_1",0.010201516561210155
"951_10",0.9965378046035767
